date,window_size,up_to_days,alpha,lambda_val,num_simulations,horizon_end_date,num_active_positions,num_active_stock_positions,num_active_option_positions,position_tickers,historical_1-day-scaled_var,historical_1-day-scaled_es,historical_n-day_var,historical_n-day_es,monte_carlo_var,monte_carlo_es,parametric_var,parametric_es,realized_end_date,realized_pnl
2008-07-31,252,10,0.95,0.99,10000,2008-08-10,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",209.6613922079726,271.8733944436276,208.63485042852258,239.7956260021695,184.71734182237807,224.3462170165222,197.92079492206096,243.91199335609082,2008-08-08,134.44376945495628
2008-08-01,252,10,0.95,0.99,10000,2008-08-11,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",209.50779890041542,269.0596468066392,208.47897305763667,239.7956260021695,184.01874496946115,225.3364403953055,196.6271759864013,241.88261779648525,2008-08-11,163.84915351867676
2008-08-04,252,10,0.95,0.99,10000,2008-08-14,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",209.3575521965078,269.0596468066392,208.3215211678529,239.79562600216948,185.59863666688145,228.04440601709717,195.9087190927106,240.45215252745942,2008-08-14,204.59251403808622
2008-08-05,252,10,0.95,0.99,10000,2008-08-15,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",209.20578784912644,269.0596468066392,208.16247885494,239.79562600216948,188.22015423199076,228.09454751505848,199.12471946971687,246.25588035157836,2008-08-15,125.46741485595703
2008-08-06,252,10,0.95,0.99,10000,2008-08-16,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",209.05249052853915,269.05964680663925,208.0103788414334,237.84620419799222,185.22096540918108,227.54012186906732,199.80395989580674,248.26585986896018,2008-08-15,80.80693244934082
2008-08-07,252,10,0.95,0.99,10000,2008-08-17,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",208.89764475016818,269.0596468066392,207.88200007084612,237.84620419799222,186.3105590972495,230.61760803482318,197.88970897355532,246.183527476266,2008-08-15,74.70621109008789
2008-08-08,252,10,0.95,0.99,10000,2008-08-18,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",208.7412348730258,269.0596468066392,207.75232454500036,237.8462041979922,190.90945128935198,236.55787263889366,198.96623930754888,249.1359725133906,2008-08-18,4.091186523437447
2008-08-11,252,10,0.95,0.99,10000,2008-08-21,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",208.58324509813446,269.0596468066392,207.6213391653582,237.84620419799222,185.7492236820171,231.02170132809852,198.16540502515616,248.35975208986588,2008-08-21,-30.50933837890625
2008-08-12,252,10,0.95,0.99,10000,2008-08-22,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",208.42365946693116,269.0596468066392,207.48903070107315,237.84620419799222,185.52538251013445,232.6765672157009,196.97984582458105,247.47625155750418,2008-08-22,-14.859619140624947
2008-08-13,252,10,0.95,0.99,10000,2008-08-23,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",208.26246185965502,269.0596468066392,207.35538578765394,237.84620419799222,185.611260732824,231.48604062021363,195.6598498338706,245.86912657123062,2008-08-22,-13.070421218872124
2008-08-14,252,10,0.95,0.99,10000,2008-08-24,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",208.09963599371955,269.0596468066393,206.76363455037566,236.04255194070782,183.1076756759701,227.2625852367005,194.44562532535204,244.51118128386386,2008-08-22,-17.19592094421392
