date,window_size,up_to_days,alpha,lambda_val,num_simulations,horizon_end_date,num_active_positions,num_active_stock_positions,num_active_option_positions,position_tickers,historical_1-day-scaled_var,historical_1-day-scaled_es,historical_n-day_var,historical_n-day_es,monte_carlo_var,monte_carlo_es,parametric_var,parametric_es,realized_end_date,realized_pnl
2021-02-18,252,10,0.95,0.99,10000,2021-02-28,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",3817.3586394658378,5640.044607410737,3141.7910820400893,4301.668721761184,3828.18967767129,5038.684565594738,4116.639615197955,5382.780743272735,2021-02-26,-2579.031753540039
2021-02-19,252,10,0.95,0.99,10000,2021-03-01,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",3794.0656378426993,5600.56536008845,3139.3414064317467,4301.668721761183,3794.725511284598,4916.791924330877,4097.910361513743,5350.469708167271,2021-03-01,-747.5657653808572
2021-02-22,252,10,0.95,0.99,10000,2021-03-04,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",3934.4001640983033,5760.21796124183,3136.8669866253404,4301.668721761184,4022.3694293976055,5116.994134676008,4132.885850801647,5356.461923780868,2021-03-04,-1664.6334075927703
2021-02-23,252,10,0.95,0.99,10000,2021-03-05,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",3929.3217521503097,5593.462481463583,3123.2051904383607,4221.673357224417,3955.192997612876,5045.470273008092,4104.974798242556,5318.574670064621,2021-03-05,-698.9822387695303
2021-02-24,252,10,0.95,0.99,10000,2021-03-06,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",3927.788594627105,5593.462481463583,3032.7802936205035,4212.239918864772,3862.915579906283,4936.832490701564,4086.570275853156,5296.335202936729,2021-03-05,-817.7889251708984
2021-02-25,252,10,0.95,0.99,10000,2021-03-07,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4165.9131281281725,5873.246106570588,3347.302782053679,4281.312976819982,3943.5942421957025,4933.7936493874,4106.778943059795,5284.537914999826,2021-03-05,554.6352386474609
2021-02-26,252,10,0.95,0.99,10000,2021-03-08,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4131.071737760729,5860.2156968245245,3337.842410681756,4250.232091343934,3812.947250995116,4876.17132927597,4088.505682311661,5270.544657169337,2021-03-08,-1237.5788116455087
2021-03-01,252,10,0.95,0.99,10000,2021-03-11,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4118.1616583540645,5860.2156968245245,3337.2563737507476,4247.57285428218,3933.6087641695617,5017.052048870273,4115.3689785573615,5343.040690704088,2021-03-11,-741.6437530517576
2021-03-02,252,10,0.95,0.99,10000,2021-03-12,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4105.121174104908,5860.2156968245245,3337.0392244569116,4247.572854282182,3931.98862229565,4967.185633982675,4101.403583372409,5306.271074475859,2021-03-12,-460.2309417724631
2021-03-03,252,10,0.95,0.99,10000,2021-03-13,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4091.9489677926294,5860.215696824524,3336.441288602399,4257.27118911006,3937.9065311857967,5014.227503471706,4166.501325269244,5345.154032710133,2021-03-12,750.2178192138672
2021-03-04,252,10,0.95,0.99,10000,2021-03-14,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4078.6437088913376,5860.215696824524,3336.2197302983113,4257.27118911006,3853.547088007005,4921.690697281095,4133.128239748279,5296.721555669129,2021-03-12,1044.8289489746064
2021-03-05,252,10,0.95,0.99,10000,2021-03-15,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4062.1728593499424,5503.418787786442,3335.9959340315568,4257.27118911006,3902.682144985791,4910.100830492471,4103.34945371544,5286.289921300333,2021-03-15,556.6514587402344
2021-03-08,252,10,0.95,0.99,10000,2021-03-18,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4342.812009311301,5864.206944555305,3335.7698771964506,4257.27118911006,3895.204106227001,4916.712486023489,4118.377227440953,5268.399099571243,2021-03-18,969.9454498290994
2021-03-09,252,10,0.95,0.99,10000,2021-03-19,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4309.187616909313,5537.53800089227,3335.1474138005087,4268.416163858039,4050.8162304132406,5038.004076762244,4142.446064799368,5333.045730253042,2021-03-19,-529.7069549560545
2021-03-10,252,10,0.95,0.99,10000,2021-03-20,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4295.336571555406,5537.53800089227,3334.916767095983,4268.41616385804,3860.47041969985,4895.86077703635,4105.120672360672,5280.019261277905,2021-03-19,-224.63150024413906
2021-03-11,252,10,0.95,0.99,10000,2021-03-21,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4281.34561665247,5537.53800089227,3334.6837906267647,4268.416163858039,3888.797616082207,4960.302848636898,3992.5506232657963,5176.775774373181,2021-03-19,-1157.3296356201165
2021-03-12,252,10,0.95,0.99,10000,2021-03-22,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4242.820538225738,5483.94762470191,3335.351851091584,4287.742317545728,3839.889619761885,4885.533264423357,3965.9940047208215,5116.194526189256,2021-03-22,310.3663635253928
2021-03-15,252,10,0.95,0.99,10000,2021-03-25,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4228.545510266413,5483.947624701908,3334.6319001889024,4287.742317545728,3593.0852522266778,4657.000324012497,3765.198535601886,4888.82516884224,2021-03-25,-799.1540527343764
2021-03-16,252,10,0.95,0.99,10000,2021-03-26,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4189.238216697664,5349.483356773085,3329.1481517996053,4062.885524834263,3492.4112385038616,4530.339361399529,3745.7050045161664,4875.115476470621,2021-03-26,-931.0444641113272
2021-03-17,252,10,0.95,0.99,10000,2021-03-27,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4174.673347848233,5349.483356773086,3317.7635255349096,4069.7662829436495,3545.6369552079486,4514.808308741357,3715.7331679393733,4833.443785551336,2021-03-26,-743.43681335449
2021-03-18,252,10,0.95,0.99,10000,2021-03-28,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",4393.234990594203,5340.769754227923,3306.2639030453183,4038.582204228926,3630.8547970016666,4534.909223667642,3813.1702525678697,4909.8174102842595,2021-03-26,662.144546508792
